airbnb_listing_id,url,ad_name,ad_description,space,house_rules,amenities,safety_features,number_of_bathrooms,number_of_bedrooms,number_of_beds,latitude_x,longitude_x,check_in,check_out,number_of_guests,number_of_reviews,cleaning_fee,owner_id,aquisition_date,star_rating,picture_count,min_nights,guest_satisfaction_overall,listing_type,can_instant_book,is_professional,accuracy_rating,checkin_rating,cleanliness_rating,communication_rating,location_rating,value_rating,is_new_listing,is_guest_favorite,suburb,latitude_y,longitude_y,dist_praia_km,is_superhost,years_host,number_of_reviews_host,adr_vendidas,adr_ofertadas,ocupacao,pickup_13d,adr_fallback,adr,revpan,receita_77n,quartos,faixa_quartos,compacto
27704027,https://www.airbnb.com.br/rooms/27704027,Aluguel Apto Itapema 80 metros do mar!,"Ótimo apartamento em Itapema localizado próximo a concha acústica, quadra do mar com três quartos (1 suíte) e três banheiros. Conta com amplo espaço, sendo duas varandas na cobertura para confraternização. Possui wi-fi e BTV( nas duas TVs). Há também 1(uma) vaga privativa de garagem e box privativo para colocar cadeiras de praia, guarda sol e pranchas.<br /><br />",<br />Espaço agradável para trazer sua família e curtir suas férias na melhor localização de Itapema.<br /><br />,"[""Máximo de 14 hóspedes"", ""Permitido animais de estimação"", ""É permitido fumar""]","[""Produtos de limpeza"", ""Água quente"", ""Máquina de Lavar"", ""Básico"", ""Cabides"", ""Ferro de passar"", ""TV"", ""Ar-condicionado"", ""Ventilador de teto"", ""Ventiladores portáteis"", ""Extintor de incêndio"", ""Wi-Fi"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão"", ""Forno"", ""Acesso à praia (à beira-mar)"", ""Entrada privada"", ""Pátio ou varanda (Privativa)"", ""Estacionamento incluído"", ""Estacionamento gratuito na rua"", ""Estacionamento pago fora da propriedade"", ""Permitido animais"", ""Permitido fumar"", ""O anfitrião recebe você""]","[""Local alto sem parapeito ou proteção""]",3.0,3,8,0.0,0.0,Check-in flexível,,14,24,400.0,131316335,2025-01-13 02:23:29.000,4.960000038146973,47,0,4,apartamento,False,False,4.920000076293945,4.960000038146973,4.880000114440918,5.0,4.920000076293945,4.829999923706055,False,False,Centro,-27.09789,-48.616,0.552,False,6,24.0,887.5,800.0,0.1558441558441559,0.0714285714285714,False,887.5,138.31168831168836,10650.000000000004,3,3 quartos,False
673826204715344716,https://www.airbnb.com.br/rooms/673826204715344716,Lindo 3 suítes quadra mar temporada Meia Praia!137,"Sinta-se em casa neste aconchegante apartamento de temporada em Meia Praia, com 3 suítes equipadas com ar condicionado e localizado na quadra do mar próximo ao Shopping Russi Russi e Mc Donalts!<br /><br />","<br />Este espaçoso apartamento oferece 3 suítes equipadas com ar-condicionado, proporcionando um ambiente fresco e confortável para todos os hóspedes. A sala de estar é aconchegante, tornando-se o lugar perfeito para relaxar após um dia na praia.<br /><br />A cozinha é moderna e totalmente equipada com microondas, geladeira, forno e utensílios essenciais para preparar suas refeições favoritas. Você pode desfrutar de uma vista incrível para o mar na varanda enquanto faz um churrasco e passa momentos inesquecíveis com sua família.<br /><br />Localizado entre o Shopping Russi Russi e o McDonald s, você terá fácil acesso a uma variedade de lojas, restaurantes e opções de entretenimento, além de estar a poucos passos da praia.<br /><br />","[""Máximo de 8 hóspedes"", ""Permitido animais de estimação"", ""Não são permitidas festas ou eventos"", ""Proibido fumar""]","[""Vista para a praia"", ""Vista para o oceano"", ""Máquina de Lavar"", ""Cabides"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas"", ""TV"", ""Ar-condicionado"", ""Wi-Fi"", ""Cozinha"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão"", ""Forno"", ""Chaleira de água quente"", ""Taças de vinho"", ""Liquidificador"", ""Utensílios para churrasco"", ""Mesa de jantar"", ""Vista para as águas"", ""Acesso à praia (à beira-mar)"", ""Lavanderia nas proximidades"", ""Churrasqueira"", ""Estacionamento incluído"", ""Estacionamento gratuito na rua"", ""Elevador"", ""Estacionamento pago fora da propriedade"", ""Permitido animais"", ""É permitido deixar as malas"", ""O anfitrião recebe você""]","[""Não há alarme de monóxido de carbono"", ""Não há alarme de fumaça""]",4.0,3,3,0.0,0.0,Check-in: 14:00 - 18:00,Checkout antes das 09:00,8,7,300.0,157399374,2025-01-13 02:05:14.000,5.0,20,0,5,apartamento,False,False,5.0,5.0,5.0,5.0,5.0,5.0,False,False,Meia Praia,-27.13078,-48.59923,0.332,True,7,469.0,933.125,1058.0,0.6753246753246753,0.5283018867924528,False,933.125,630.1623376623377,48522.5,3,3 quartos,False
1192836728602105901,https://www.airbnb.com.br/rooms/1192836728602105901,Apto moderno a 280m da Praia em Itapema MHF1601,"Conheça este maravilhoso apartamento no Edifício Manhattan Flats, no centro de Itapema! Este refúgio oferece todo o conforto: sala com TV, cozinha completa, ar-condicionado, Wi-Fi e academia no prédio. Relaxe na piscina do terraço com vista para o mar, e aproveite a sala de jogos, sauna e lavanderia. Reserve o boliche e as churrasqueiras, ambos com taxa de uso. Próximo a ótimos restaurantes e a apenas 280 metros da praia. Reserve já e viva momentos inesquecíveis!<br /><br />","<br />Para o conforto de nossos hóspedes, o imóvel possui:<br />- 1 Quarto com cama de casal queen size, cortinas blackout, guarda-roupa, cômoda, Smart TV de tela plana e ar-condicionado;<br />- Sala de estar com sofá-cama de casal, cortinas blackout, Smart TV de tela plana e ar-condicionado;<br />- Cozinha completa com geladeira, cooktop de indução, forno elétrico, micro-ondas, sanduicheira, cafeteira elétrica, chaleira elétrica, taças de vinho, panelas, louças e utensílios;<br />- Espaço para jantar com mesa e 4 cadeiras;<br />- Roupas de cama e banho de qualidade hoteleira (roupas de cama e toalhas extras são cobrados pela Seazone);<br />- Wi-fi disponível;<br />- Boliche: reserva via app com taxa de uso R$254,16/hora;<br />- Churrasqueiras (1 da piscina e 2 do 5º andar): reserva via app com taxa de uso R$197,68/turno;<br />- Lavanderia: sem reserva, com taxa de uso da OMO;<br />- Piscina, Academia, Sala de jogos, Sauna: sem reserva e sem taxa de uso;<br />- OBS: Há obras no entorno e pode haver barulho durante horário comercial;<br />- Vista mar.<br />* A limpeza inclusa no valor é realizada somente no check-out. Se o hóspede desejar uma limpeza extra durante a estadia, será cobrada uma nova taxa de limpeza.<br />* São disponibilizadas uma toalha de banho por hóspede e uma toalha de rosto por banheiro, além de lençóis para a quantidade de hóspedes indicada. Trocas de enxoval podem ser solicitadas pelo valor de meia taxa de limpeza.<br />Venha, relaxe, divirta-se e não se preocupe com mais nada.<br /><br />","[""Máximo de 4 hóspedes"", ""Não é permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Não é permitido fotografia comercial"", ""Proibido fumar""]","[""Secador de cabelo"", ""Água quente"", ""Máquina de Lavar"", ""Básico"", ""Cabides"", ""Roupa de cama"", ""Blackout nas cortinas"", ""Ferro de passar"", ""Local para guardar as roupas"", ""TV"", ""Mesa de bilhar"", ""Pista de boliche"", ""Jogos de tabuleiro"", ""Ar-condicionado"", ""Detector de fumaça"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão"", ""Forno"", ""Chaleira de água quente"", ""Cafeteira"", ""Taças de vinho"", ""Liquidificador"", ""Mesa de jantar"", ""Churrasqueira"", ""Piscina"", ""Sauna compartilhada"", ""Elevador"", ""Academia"", ""O anfitrião recebe você""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça instalado""]",1.0,1,2,0.0,0.0,Check-in: 15:00 - 20:00,Checkout antes das 11:00,4,22,190.0,227777128,2025-01-13 02:05:15.000,4.949999809265137,0,0,4,apartamento,True,True,4.860000133514404,4.860000133514404,5.0,4.769999980926514,4.860000133514404,4.860000133514404,,True,Centro,-27.09231,-48.61455,0.811,False,6,41299.0,714.5,607.0,0.2207792207792207,0.0357142857142857,False,714.5,157.74675324675323,12146.499999999998,1,1 quarto,True
753461577197808016,https://www.airbnb.com.br/rooms/753461577197808016,Lindo apê a 50 metros da praia (1 min. a pé ),"Lugar único, com vista incrível da linda praia de Meia Praia. Ao lado das quadras da arena do mundial de volley de praia, com vista para as quadras. Finamente decorado e mobiliado, a poucos passos do mar, na melhor região de Meia Praia. O apartamento possui três quartos sendo uma suíte, todos com ar condicionado,  além de cozinha completa e churrasqueira. Local Perfeito para curtir e aproveitar bons momentos.<br /><br />","<br />O apartamento possui 02 (DUAS) vagas de garagem, fica no décimo andar do edifício e está localizado  à menos de 70 metros do mar, em uma região tranquila e familiar de Meia  Praia. Recém mobiliado, com armários e ar Condiconado em todos os quartos, cervejeira/adega para gelar bebidas, máquina de lavar roupas e cozinha totalmente equipada.<br /><br />","[""Máximo de 6 hóspedes"", ""Permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Proibido fumar""]","[""Vista para a praia"", ""Secador de cabelo"", ""Chuveiro externo"", ""Água quente"", ""Máquina de lavar na acomodação por Gratuito"", ""Cabides"", ""Blackout nas cortinas"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas: guarda-roupa"", ""HDTV com Amazon Prime Video"", ""Ar-condicionado split"", ""Extintor de incêndio"", ""Wi-Fi"", ""Cozinha"", ""Geladeira Cônsul "", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Frigobar"", ""Fogão a gás Philco de aço inoxidável"", ""Forno"", ""Chaleira de água quente"", ""Cafeteira: cafeteira elétrica, cafeteira com coador"", ""Taças de vinho"", ""Torradeira"", ""Assadeira"", ""Liquidificador"", ""Utensílios para churrasco"", ""Mesa de jantar"", ""Acesso à praia compartilhado — à beira-mar"", ""Churrasqueira"", ""Estacionamento incluído"", ""Permitido animais""]","[""Não há alarme de monóxido de carbono"", ""Não há alarme de fumaça""]",2.0,3,4,0.0,0.0,Check-in após 15:00,Checkout antes das 11:00,6,16,300.0,151714702,2025-01-13 02:23:48.000,5.0,21,0,5,apartamento,False,False,5.0,5.0,4.940000057220459,5.0,4.75,4.940000057220459,,True,Meia Praia,-27.141,-48.58987,0.048,True,2,58.0,1150.0,980.0,0.2337662337662337,0.1194029850746268,False,1150.0,268.8311688311688,20700.0,3,3 quartos,False
816613605644920543,https://www.airbnb.com.br/rooms/816613605644920543,Casa frente ao mar de itapema,Relaxe com toda a família nesta acomodação tranquila,,"[""Máximo de 12 hóspedes"", ""Permitido animais de estimação"", ""Fotografia comercial permitida"", ""É permitido fumar""]","[""Vista para a praia"", ""Chuveiro externo"", ""Máquina de Lavar"", ""Básico"", ""Roupa de cama"", ""Ferro de passar"", ""Varal para secar roupas"", ""TV"", ""Ar-condicionado"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Refrigerador"", ""Louças e talheres"", ""Vista para as águas"", ""Acesso à praia (à beira-mar)"", ""Pátio ou varanda"", ""Quintal"", ""Móveis externos"", ""Rede"", ""Área de jantar externa"", ""Churrasqueira"", ""Itens básicos de praia"", ""Estacionamento incluído"", ""Permitido animais"", ""Permitido fumar"", ""O anfitrião recebe você""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça não informado""]",5.0,4,10,0.0,0.0,Check-in flexível,Checkout antes das 11:00,12,5,0.0,498882584,2025-01-13 02:23:41.000,5.0,32,0,5,casa,False,False,5.0,5.0,4.400000095367432,5.0,5.0,5.0,,True,Centro,-27.09456,-48.61248,0.203,False,1,5.0,2500.0,2100.0,0.1168831168831169,0.0144927536231884,False,2500.0,292.2077922077923,22500.000000000007,4,4+ quartos,False
53240300,https://www.airbnb.com.br/rooms/53240300,Amplo Apartamento em Itapema - Meia Praia,"3 quartos de casal com cama box, sendo 2 suítes. Todos possuem Ar condicionado. Nas suites possuem TV Led.<br /><br />2 colchão de casal e 6 de solteiro.<br /><br />Todos os cômodos com acesso a sacada geral em torno do apartamento.<br /><br />Cozinha completa, inclusive micro ondas e forno elétrico.<br /><br />Resfriador para Bebidas<br /><br />Lavanderia com máquina de lavar e centrífuga.<br /><br />Sacada ampla com churrasqueira, pía, grelha e espetos.<br /><br />1 vaga de garagem coberta<br /><br />Apto localizado na quadra do mar (Zona 1 - meio da quadra)",,"[""Máximo de 14 hóspedes"", ""Permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Proibido fumar""]","[""Vista para o horizonte da cidade"", ""Vista para a praia"", ""Secador de cabelo"", ""Produtos de limpeza"", ""Máquina de lavar na acomodação por Gratuito"", ""Secadora na acomodação por Gratuito"", ""Cabides"", ""Cobertores e travesseiros extras"", ""Blackout nas cortinas"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas: guarda-roupa"", ""TV de alta definição de 32 polegadas com TV a cabo"", ""Ar-condicionado de janela/parede"", ""Ar-condicionado split"", ""Ventilador de teto"", ""Aquecimento"", ""Câmeras de segurança na parte externa da propriedade"", ""Extintor de incêndio"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Geladeira Consul"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Freezer"", ""Fogão a gás"", ""Forno de aço inoxidável"", ""Chaleira de água quente"", ""Liquidificador"", ""Utensílios para churrasco"", ""Mesa de jantar"", ""Vista para as águas"", ""Acesso à praia compartilhado"", ""Pátio ou varanda (Privativa)"", ""Área de jantar externa"", ""Churrasqueira"", ""Itens básicos de praia"", ""Estacionamento gratuito em garagem na propriedade: 1 vaga"", ""Estacionamento gratuito na rua"", ""Elevador"", ""Estacionamento pago na rua"", ""Permitido animais"", ""Estadias de longa duração são permitidas""]","[""Câmeras de segurança na parte externa da propriedade"", ""Não há alarme de fumaça"", ""Alarme de monóxido de carbono não informado""]",3.0,3,3,0.0,0.0,,,14,15,350.0,162244623,2025-01-13 02:23:46.000,4.929999828338623,28,0,4,apartamento,False,False,5.0,5.0,4.869999885559082,5.0,5.0,5.0,,True,Meia Praia,-27.1411,-48.59305,0.362,False,3,15.0,,990.0,0.2077922077922077,0.0,True,990.0,205.7142857142857,15839.999999999996,3,3 quartos,False
8838629,https://www.airbnb.com.br/rooms/8838629,3 Quartos beira Mar com Wifi e ar condicionado,"Apartamento recém reformado beira Mar, saindo do portão já está na areia.<br />3 quartos com ar condicionado sendo 1 suíte<br />Camas:<br />Suite cama de casal<br />Quarto 2: 1 beliche + 2 puffs cama.<br />Quarto 3: 1 beliche + 1 puff cama casal.<br />Na sala vários puff cama e colchões extras.<br />Sacada com Churrasqueira privativa.<br />Travesseiros, Lençóis e Toalhas disponíveis.<br />Cozinha completa com talheres, louças, panelas, e demais utensílios.<br />TV Smart, Direct TV GO, Wifi cortesia,<br />1 Vaga coberta e Máq. de lavar roupas<br /><br />",<br />amplo apartamento. recém reformado.<br />piso porcelanato em todo imóvel. ar condicionado nos 3 quartos. smart TV na sala. Wifi e tv a cabo directv go disponível<br />3 amplos quartos e 2 banheiros com chuveiro duplo lorenzetti.<br />sacada com churrasqueira privativa e vista para o mar.<br />prédio com elevador.<br />IMÓVEL PÉ NA AREIA. SAIU DO PORTÃO ESTÁ NA PRAIA.<br /><br />,"[""Máximo de 15 hóspedes"", ""Permitido animais de estimação"", ""Não são permitidas festas ou eventos"", ""É permitido fumar""]","[""Vista para a praia"", ""Vista para o oceano"", ""Vista para o mar"", ""Secador de cabelo"", ""Xampu"", ""Água quente"", ""Máquina de lavar na acomodação por Gratuito"", ""Básico"", ""Cabides"", ""Roupa de cama"", ""Cobertores e travesseiros extras"", ""Ferro de passar"", ""Local para guardar as roupas: guarda-roupa"", ""Conexão à Ethernet"", ""HDTV com TV a cabo"", ""Ar-condicionado split"", ""Aquecimento"", ""Detector de fumaça"", ""Alarme de monóxido de carbono"", ""Extintor de incêndio"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão a gás"", ""Forno"", ""Chaleira de água quente"", ""Cafeteira"", ""Torradeira"", ""Liquidificador"", ""Utensílios para churrasco"", ""Mesa de jantar"", ""Vista para as águas"", ""Acesso à praia (à beira-mar)"", ""Quintal compartilhado — totalmente cercado"", ""Churrasqueira"", ""Itens básicos de praia"", ""Estacionamento incluído"", ""Estacionamento gratuito na rua"", ""Elevador"", ""Permitido animais"", ""Permitido fumar"", ""Estadias de longa duração são permitidas"", ""Self check-in"", ""Funcionários do edifício""]","[""Detector de monóxido de carbono instalado"", ""Detector de fumaça instalado""]",2.0,3,11,0.0,0.0,Check-in após 15:00,Checkout antes das 11:00,15,88,200.0,46288679,2025-01-13 02:05:32.000,4.699999809265137,40,0,4,apartamento,True,True,4.829999923706055,4.849999904632568,4.639999866485596,4.869999885559082,4.909999847412109,4.53000020980835,False,False,Morretes,-27.11535,-48.60848,0.104,True,9,3523.0,,780.0,0.2857142857142857,0.0,True,780.0,222.85714285714283,17159.999999999996,3,3 quartos,False
613221032690703355,https://www.airbnb.com.br/rooms/613221032690703355,"Novo, luxo, quadra mar (c vista), 3 suítes, 3vagas","Ap. alto padrão, quadra mar, em Meia Praia - Itapema/SC. Próximo ao heliponto, à arena de vôlei de praia, onde ocorre o campeonato mundial e ao Píer o Porto, com o Hard Rock Café.  Próxima a Baln. Camboriú e praias paradisíacas, como Sepultura, Bombinhas e Mariscal. Três suítes, três vagas de garagem.  Região com várias opções de restaurantes, bares, mercados, farmácias. Disponíveis duas bikes, cadeiras de praia, guarda-sóis, prancha de body e outros acessórios.<br /><br />","<br />Três suítes, ampla sala de estar, jantar, cozinha, lavabo e área gourmet com churrasqueira.<br />Apartamento totalmente climatizado, nas suítes e demais ambientes.<br />Totalmente equipado com utensílios de cozinha (microondas, forno, cooktop, geladeira, panelas, réchaud, talheres, copos, taças, louças…), churrasco (espetos, grelhas, faca, talheres, cervejeira/adega…), serviço (máquinas de lavar, secar, filtro de água, tanque, aspirador de pó…) e cama (lençóis, cobertores, travesseiros, toalhas…)<br />Três vagas de garagem.<br />Quadra mar.<br /><br /><b>Outras observações</b><br />Prezado, <br /><br />Antes de finalizarmos o processo é preciso que você saiba que o imóvel fica em um edifício residencial, essencialmente familiar. Portanto, é necessário respeitar manter razoável silêncio, especialmente após às 22h, evitando som alto e barulho excessivo. <br /><br />Em frente ao edifício existe uma cabine externa, com ducha e mangueira para limpar a areia do corpo e dos objetos de praia. Utilize-a antes de ingressar. Cuide para manter o hall de entrada e elevador limpos. <br /><br />Possui uma área de lazer com piscina, sala de jogos, brinquedoteca, salão de festas e academia. Entretanto, como regra, tais comodidades NÃO estão disponíveis aos locatários de temporada. Pedimos que não sejam acessadas tais áreas, em respeito às normas vigentes.  <br /><br />Violações às regras de condomínio poderão gerar multas, que terão que ser repassadas aos hóspedes","[""Máximo de 8 hóspedes"", ""Não é permitido animais de estimação"", ""Não são permitidas festas ou eventos""]","[""Vista para a praia"", ""Secador de cabelo"", ""Produtos de limpeza"", ""Sabonete para o corpo"", ""Chuveiro externo"", ""Máquina de Lavar"", ""Secadora na acomodação por Gratuito"", ""Básico"", ""Roupa de cama"", ""Ferro de passar"", ""Varal para secar roupas"", ""TV com Netflix"", ""Livros e brinquedos infantis"", ""Ar-condicionado split"", ""Câmeras de segurança na parte externa da propriedade"", ""Extintor de incêndio"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Geladeira Cervejeira-adega climatizada"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Frigobar"", ""Fogão"", ""Forno de aço inoxidável"", ""Chaleira de água quente"", ""Cafeteira"", ""Taças de vinho"", ""Torradeira"", ""Liquidificador"", ""Utensílios para churrasco"", ""Mesa de jantar"", ""Vista para as águas"", ""Acesso à praia compartilhado"", ""Entrada privada"", ""Churrasqueira: a carvão, a lenha"", ""Itens básicos de praia"", ""Bicicletas"", ""Garagem residencial gratuita na propriedade:3 vagas"", ""Elevador"", ""Estadias de longa duração são permitidas"", ""O anfitrião recebe você""]","[""Câmeras de segurança na parte externa da propriedade"", ""Não há alarme de fumaça"", ""Alarme de monóxido de carbono não informado""]",3.0,3,6,0.0,0.0,Check-in após 15:00,Checkout antes das 12:00,8,23,300.0,456024308,2025-01-13 02:24:14.000,4.909999847412109,38,0,4,apartamento,False,False,4.909999847412109,5.0,4.650000095367432,5.0,5.0,5.0,,True,Meia Praia,-27.14196,-48.58879,0.059,True,2,23.0,550.0,810.0,0.7012987012987013,0.5853658536585366,False,550.0,385.7142857142857,29700.0,3,3 quartos,False
42588365,https://www.airbnb.com.br/rooms/42588365,Meia Praia  3 Qtos Central poucos metros Praia,Alugo apto decoração MODERNA todo novo -<br />no coração do centro de MEIA PRAIA-ITAPEMA SC - MEIA quadra da PRAIA lado do Russi Russi shopping com mercados rest Burger King lojas tudo perto sem precisar usar carro churrasqueira na varanda elevador panorâmico<br />Telas de Proteção nas 2 varandas e  quartos <br />-mobiliado podendo hospedar até 8 pessoas com conforto em camas !<br />-1 VAGA garagem coberta <br />apto 3 andar <br />Todos os utensílios<br />ATENÇÃO NÃO fornecemos toalhas banho guarda-sol cadeiras de praia<br /><br />,<br />Podendo usar o apartamento todo<br /><br />,"[""Máximo de 6 hóspedes"", ""Não é permitido animais de estimação"", ""Não são permitidas festas ou eventos"", ""Proibido fumar""]","[""Máquina de Lavar"", ""TV"", ""Ar-condicionado de janela/parede"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Louças e talheres"", ""Fogão"", ""Forno"", ""Cafeteira"", ""Utensílios para churrasco"", ""Acesso à praia (à beira-mar)"", ""Pátio ou varanda (Privativa)"", ""Churrasqueira"", ""Estacionamento incluído"", ""Estacionamento gratuito na rua"", ""Elevador""]","[""Não há alarme de monóxido de carbono"", ""Não há alarme de fumaça""]",2.0,3,6,0.0,0.0,Check-in após 14:00,Checkout antes das 09:00,6,130,250.0,57580549,2025-01-13 02:24:02.000,4.920000076293945,91,0,4,apartamento,False,False,4.940000057220459,4.949999809265137,4.860000133514404,4.960000038146973,4.980000019073486,4.900000095367432,,True,Meia Praia,-27.12993,-48.60141,0.185,True,8,287.0,,480.0,0.5974025974025974,0.0,True,480.0,286.75324675324674,22080.0,3,3 quartos,False
667324814851452653,https://www.airbnb.com.br/rooms/667324814851452653,"Apartamento encantador, 3 suítes, vista para o mar","Esta acomodação elegante é perfeita para viagens em grupo ou em família. Sacada ampla com churrasqueira e vista para o mar. Cozinha, sala de estar e de jantar integradas, lavanderia, lavado e três suítes, sendo um deles com banheira. Duas vagas de garagem exclusivas",,"[""Máximo de 12 hóspedes""]","[""Banheira"", ""Chuveiro externo"", ""Máquina de Lavar"", ""Básico"", ""Roupa de cama"", ""Blackout nas cortinas"", ""Ferro de passar"", ""Varal para secar roupas"", ""TV"", ""Ar-condicionado"", ""Extintor de incêndio"", ""Wi-Fi"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão a gás"", ""Chaleira de água quente"", ""Torradeira"", ""Liquidificador"", ""Utensílios para churrasco"", ""Vista para as águas"", ""Acesso à praia compartilhado"", ""Entrada privada"", ""Pátio ou varanda (Privativa)"", ""Móveis externos"", ""Área de jantar externa"", ""Churrasqueira"", ""Estacionamento incluído"", ""Elevador"", ""Self check-in"", ""Teclado numérico""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça não informado""]",3.0,3,3,0.0,0.0,Check-in após 14:00,Checkout antes das 10:00,12,6,250.0,106330361,2025-01-13 02:24:04.000,5.0,26,0,5,apartamento,False,False,4.829999923706055,4.670000076293945,4.5,5.0,4.829999923706055,4.829999923706055,False,False,Meia Praia,-27.14419,-48.58928,0.017,False,3,8.0,850.0,900.0,0.3636363636363636,0.0754716981132075,False,850.0,309.0909090909091,23800.000000000004,3,3 quartos,False
1188339469325210376,https://www.airbnb.com.br/rooms/1188339469325210376,Apto Novo em Itapema c/ Vista para o Mar - MHF1605,"Conheça este maravilhoso apartamento no Edifício Manhattan Flats, no centro de Itapema! Este refúgio oferece todo o conforto: sala com TV, cozinha completa, ar-condicionado, Wi-Fi e academia no prédio. Relaxe na piscina do terraço com vista para o mar, e aproveite a sala de jogos, sauna e lavanderia. Reserve o boliche e as churrasqueiras, ambos com taxa de uso. Próximo a ótimos restaurantes e a apenas 280 metros da praia. Reserve já e viva momentos inesquecíveis!<br /><br />","<br />Para o conforto de nossos hóspedes, o imóvel possui:<br />- 1 Quarto com cama de casal queen size, cortinas blackout, guarda-roupa, cômoda, Smart TV de tela plana e ar-condicionado;<br />- Sala de estar com sofá-cama de casal, cortinas blackout, Smart TV de tela plana e ar-condicionado;<br />- Cozinha completa com geladeira, cooktop de indução, forno elétrico, micro-ondas, sanduicheira, cafeteira elétrica, chaleira elétrica, taças de vinho, panelas, louças e utensílios;<br />- Espaço para jantar com mesa e 4 cadeiras;<br />- Roupas de cama e banho de qualidade hoteleira (roupas de cama e toalhas extras são cobrados pela Seazone);<br />- Wi-fi disponível;<br />- Boliche: reserva via app com taxa de uso R$254,16/hora;<br />- Churrasqueiras (1 da piscina e 2 do 5º andar): reserva via app com taxa de uso R$197,68/turno;<br />- Lavanderia: sem reserva, com taxa de uso da OMO;<br />- Piscina, Academia, Sala de jogos, Sauna: sem reserva e sem taxa de uso;<br />- OBS: Há obras no entorno e pode haver barulho durante horário comercial;<br />- Vista mar.<br />* A limpeza inclusa no valor é realizada somente no check-out. Se o hóspede desejar uma limpeza extra durante a estadia, será cobrada uma nova taxa de limpeza.<br />* São disponibilizadas uma toalha de banho por hóspede e uma toalha de rosto por banheiro, além de lençóis para a quantidade de hóspedes indicada. Trocas de enxoval podem ser solicitadas pelo valor de meia taxa de limpeza.<br />Venha, relaxe, divirta-se e não se preocupe com mais nada.<br /><br />","[""Máximo de 4 hóspedes"", ""Não é permitido animais de estimação"", ""Horário de silêncio"", ""Não são permitidas festas ou eventos"", ""Não é permitido fotografia comercial"", ""Proibido fumar""]","[""Secador de cabelo"", ""Água quente"", ""Máquina de Lavar"", ""Secadora"", ""Básico"", ""Cabides"", ""Roupa de cama"", ""Blackout nas cortinas"", ""Ferro de passar"", ""Varal para secar roupas"", ""Local para guardar as roupas"", ""TV"", ""Mesa de bilhar"", ""Pista de boliche"", ""Jogos de tabuleiro"", ""Ar-condicionado"", ""Aquecimento"", ""Detector de fumaça"", ""Wi-Fi"", ""Espaço de trabalho exclusivo"", ""Cozinha"", ""Refrigerador"", ""Microondas"", ""Itens básicos de cozinha"", ""Louças e talheres"", ""Fogão"", ""Forno"", ""Chaleira de água quente"", ""Taças de vinho"", ""Liquidificador"", ""Mesa de jantar"", ""Churrasqueira"", ""Piscina"", ""Sauna compartilhada"", ""Elevador"", ""Academia"", ""O anfitrião recebe você""]","[""Alarme de monóxido de carbono não informado"", ""Detector de fumaça instalado""]",1.0,1,2,0.0,0.0,Check-in: 15:00 - 20:00,Checkout antes das 11:00,4,22,190.0,227777128,2025-01-13 02:36:59.000,4.949999809265137,0,0,4,apartamento,True,True,5.0,4.909999847412109,5.0,5.0,4.909999847412109,4.909999847412109,,True,Centro,-27.09306,-48.61326,0.684,False,6,41299.0,674.0,627.0,0.3116883116883117,0.0862068965517241,False,674.0,210.07792207792207,16176.0,1,1 quarto,True
